filename,prompt,group
cottage-1.png,"Same characters and same art style as before. Cute anime watercolor storybook, no text, landscape 16:9. The same cottage door in a heavy snowstorm: LIU BEI (green-gold robes, frost on eyebrows) bows to the SMALL BOY at the door who spreads his hands apologetically — master out again! Behind, ZHANG FEI (wild black beard) erupts like a kettle, steam pouring from his ears, while calm GUAN YU (long beard, green robe) holds him back with one hand and holds the horses with the other. Snow piling on everyone's hats. Comic despair against beautiful white silence.",cottage
cottage-2.png,"Same characters and same art style. Cute anime watercolor storybook, no text, landscape 16:9. Split view of the cottage in spring: inside, young ZHUGE LIANG — gentle scholar with a topknot, silk scarf headband, wispy beard, teal-green robe — naps blissfully on a couch, a book open on his chest. Outside in the blossoming courtyard, LIU BEI stands perfectly still and respectful, hands folded, plum petals landing on his shoulders; behind the fence GUAN YU restrains a purple-faced ZHANG FEI who is being physically prevented from shouting. The SMALL BOY peeks between them all with a finger to his lips: shhh. Peaceful, funny, springtime colors.",cottage
cottage-3.png,"Same characters and same art style. Cute anime watercolor storybook, no text, landscape 16:9. Inside the lamplit cottage at dusk: ZHUGE LIANG (teal robe, feather fan now in hand) stands beside a large unrolled map on the table, gesturing gracefully as glowing soft lights divide the map into THREE gentle colored regions. LIU BEI leans forward, eyes shining with hope, tea forgotten. The SMALL BOY refills cups in the corner, eavesdropping shamelessly with huge curious eyes. Warm lamplight, the feeling of history beginning in a farmhouse.",cottage
card-cottage.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, kid-friendly, no text, landscape 16:9, poster composition. A snowy bamboo valley at dusk: a small warm-windowed thatched cottage, and on the path before it a kind-faced lord in green-gold robes bowing patiently at the door, snow gathering on his back, while two warriors — one tall with a magnificent long beard, one huge and bristling — wait behind with horses. Warm light through falling snow: an image that says ""sincerity knocks three times.""",cottage
drum-hero.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese Spring-and-Autumn setting, kid-friendly, no text, landscape 16:9. Dawn over a wide green battlefield: in the foreground on a wooden command chariot stands a MAGNIFICENT GREAT WAR DRUM — round, battle-red, studded with gold, almost glowing with personality — drumsticks resting on its rim. Beside it stand CAO GUI, a plain sturdy man in simple brown-grey commoner robes with calm intelligent eyes, and the DUKE OF LU, a mild middle-aged ruler in ceremonial robes, hand hovering eagerly near the drumsticks. Across the misty field, a huge enemy army's banners. The drum is clearly the star of the picture.",drum
drum-1.png,"Same characters and same art style as before. Cute anime watercolor storybook, no text, landscape 16:9. A palace hall in Lu: plain-robed CAO GUI stands calm and upright before the DUKE OF LU, holding up three fingers mid-question, while a row of well-fed nobles in rich robes (""the meat-eaters"") look scandalized that a commoner is speaking. The Duke leans forward thoughtfully, one honest hand on his chest. Simple hall, morning light, David-before-Goliath energy without any giants.",drum
drum-2.png,"Same characters and same art style. Cute anime watercolor storybook, kid-friendly, no blood, no text, landscape 16:9. The battlefield moment: CAO GUI mid-strike on the GREAT RED DRUM, a single enormous visible sound-ring rippling out across the field; below, the fresh line of Lu soldiers surges forward like a wave full of energy, while the distant enemy soldiers wobble on exhausted jelly-legs, spears drooping, one sitting down to catch his breath. Motion lines, spraying dew, morning sun — pure released energy, nobody hurt.",drum
drum-3.png,"Same characters and same art style. Cute anime watercolor storybook, no text, landscape 16:9. After the battle: CAO GUI kneels in churned mud, peering closely at chaotic wagon wheel-tracks that wobble and cross like scribbles, while behind him the DUKE OF LU and eager soldiers lean forward on tiptoe, frozen mid-chase, waiting for permission. In the distance, the fleeing enemy's banners topple comically as they run. On the chariot, the great red drum watches over everything. Detective-moment mood, gentle humor.",drum
maling-hero.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese Warring States setting, kid-friendly, no text, landscape 16:9. Twilight on a long empty road: a DETECTIVE figure — a robed scholar with a wide-brimmed travelling hat — crouches with a glowing lantern over a field of abandoned earthen army cooking-stoves, rows of small blackened fire-pits stretching into the distance. Wisps of old smoke, a magnifying-lens gleam in his eye, footprints and wheel-ruts in the dust. Moody blues and lantern gold, mystery-story atmosphere, inviting not scary.",maling
maling-1.png,"Same art style. Cute anime watercolor storybook, no text, landscape 16:9. Morning camp site: scouts of Wei count rows of earthen cooking stoves on their fingers with puzzled faces, while their general PANG JUAN — proud, in dark green-and-black armor with a pointed beard — throws his head back in a huge triumphant laugh, pointing at the shrinking rows. Ghostly faint outlines suggest how many stoves stood the day before. His tired officers exchange doubtful glances behind his back. Dusty golds, comic overconfidence.",maling
maling-2.png,"Same characters and same art style. Cute anime watercolor storybook, no text, landscape 16:9. A darkening narrow gorge, cliffs and thick trees on both sides: SUN BIN — a serene sharp-eyed scholar with a short beard and grey-blue robes, in a wooden wheeled chair — calmly points at the sky where a faint dotted arc traces the sun's path to dusk, like a timetable only he can see. All through the trees on the slopes, friendly Qi crossbow soldiers tuck themselves behind trunks and rocks, one sharing rice balls. TIAN JI, big hearty general in bronze armor, gives a thumbs-up from the ridge. Calm before the checkmate, cozy conspiratorial mood.",maling
maling-3.png,"Same characters and same art style. Cute anime watercolor storybook, kid-friendly, no blood, no violence shown, no text, landscape 16:9. Night in the gorge: PANG JUAN (dark green-black armor) holds up a torch to a great tree whose bark has been stripped into a pale writing-panel that glows in the flame light (the writing itself is a soft indistinct glow — no readable characters). His face, lit from below, shifts from smug to wide-eyed realization. All around in the darkness, dozens of pairs of gentle watching eyes and the tips of crossbows glint among the leaves like fireflies about to answer. Suspense played storybook-safe: the moment BEFORE, forever.",maling
zouji-hero.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, ancient Chinese Warring States setting, kid-friendly, no text, landscape 16:9. A elegant dressing room at morning: ZOU JI — a tall handsome minister with a neat black beard, fine blue-purple layered robes and a tall official's hat — studies himself in a beautiful ROUND BRONZE MIRROR on a carved wooden stand; the mirror softly glows, almost like a wise face, reflecting him truthfully. Morning light, silk screens, a comb and cap-stand nearby. Calm, handsome, a whisper of comedy in his slightly-too-pleased expression.",zouji
zouji-1.png,"Same characters and same art style as before. Cute anime watercolor storybook, no text, landscape 16:9. The dressing room: ZOU JI gestures grandly at himself while THREE people around him applaud with sparkling exaggerated admiration — his WIFE in warm rose robes with hearts-in-eyes energy, his CONCUBINE in pale robes clapping nervously with a bead of sweat, and a GUEST in traveling clothes applauding hardest of all while eyeing a money pouch on the table. In the bronze mirror's reflection, and only there, stands the plain truth: a dazzlingly HANDSOME LORD XU silhouette outshining them all. Layered visual joke, bright and funny.",zouji
zouji-2.png,"Same characters and same art style. Cute anime watercolor storybook, no text, landscape 16:9. The throne hall of Qi: ZOU JI (blue-purple robes, official's hat) tells his story with theatrical charm before KING WEI OF QI — a sturdy king in red-gold robes leaning forward on his throne, mid-laugh, one eyebrow rising as understanding dawns. Around the hall, a crowd of courtiers frozen mid-flattery, fans and smiles stuck in place, sweating slightly. Above the king's head, a faint thought-bubble mood shows a tiny foggy mirror. Warm golds, delicious court comedy.",zouji
zouji-3.png,"Same characters and same art style. Cute anime watercolor storybook, no text, landscape 16:9. Outside the palace gates in cheerful sunshine: a LONG happy queue of ordinary people — farmers, aunties, a fisherman with his basket, a scholar, a kid on a grandfather's shoulders — each waiting their turn to complain to the KING, who sits at a table by the gate listening earnestly and handing out small reward pouches, scribes writing everything down. At the queue's end, one person scratches their head, unable to think of anything left to complain about. Festival-day colors, kingdom-fixing-itself joy.",zouji
clam-hero.png,"Cute Japanese anime style children's storybook illustration, Studio Ghibli inspired, soft watercolor, big expressive eyes, riverbank nature setting in ancient China, kid-friendly, no text, landscape 16:9. A sunny river mudflat: an elegant brown-and-white SNIPE bird with a long slender beak stands with its beak clamped tight inside a large pearly freshwater CLAM, both with big stubborn cartoon eyes glaring at each other, tiny anger puffs above their heads. Behind them in the reeds, an old FISHERMAN in a straw hat tiptoes closer with a happy grin and an open basket. Morning mist, dragonflies, gentle comedy — the funniest hostage crisis in nature.",clam
clam-1.png,"Same characters and same art style as before. Cute anime watercolor storybook, no text, landscape 16:9. Close-up on the warm mud: the CLAM sunbathing blissfully open like a tiny beach-goer (a little relaxed sparkle), while the SNIPE mid-swoop descends from above, beak aimed, eyes locked on target like a delivery arriving. Ripples, reeds, one dramatic shadow. The instant before the world's most famous SNAP — comic anticipation.",clam
clam-2.png,"Same characters and same art style. Cute anime watercolor storybook, no text, landscape 16:9. The FISHERMAN (straw hat, patched clothes, delighted grandpa smile) lifts the still-locked SNIPE-and-CLAM combo in both hands toward his basket; the bird and shellfish, STILL glaring at each other, finally notice him with tiny wide eyes — twin lightbulb-too-late expressions. His little boat waits in the reeds. Golden light, big gentle laugh of a scene.",clam
clam-3.png,"Same art style. Cute anime watercolor storybook, no text, landscape 16:9. A Warring States throne room: SU DAI — a quick-eyed travelling persuader in simple scholar robes — gestures like a master storyteller before KING HUI OF ZHAO, a young king in dark red robes leaning off his throne, chin on hand, completely absorbed. Above between them floats a glowing story-cloud showing the tiny snipe, clam and fisherman scene. By the door, generals holding invasion maps quietly roll them back up. Lantern light, the power of a good story made visible.",clam
